NOME_SUBTIPO_DE_CURSOS,CODIGO_CURSO,CURSO,EIXO_TECNOLOGICO,MODALIDADE,CARGA_HORARIA_CURSO,SITUACAO_ATIVO,CODIGO_UNIDADE_DE_ENSINO,UNIDADE_DE_ENSINO,UF,CODIGO_MUNICIPIO,MUNICIPIO,INICIO,DESISTENCIA,QTDADE_ALUNOS
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46791,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CASTANHAL/PA,PA,1502400,Castanhal,2020,0,
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,a,24310,UNIVERSIDADE CIDADE DE SÃO PAULO - CAMPUS: UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - POLO NA SEDE,SP,3550308,São Paulo,2022,1,10
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,24218,CENTRO UNIVERSITÁRIO FILADÉLFIA (UNIFIL) - SEDE,PR,4113700,Londrina,2022,1,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46879,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO LUÍS/MA - UNIDADE 2,MA,2111300,São Luís,2023,1,30
Técnico,232037,Técnico em Produção de Materiais Didáticos Bilíngues em Libras/Língua Portuguesa,Desenvolvimento Educacional e Social,EAD,1200,a,50002,FACULDADE DE ENSINO SUPERIOR PELEGRINO CIPRIANI - FASPEC,MT,5103403,Cuiabá,2024,0,40
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,50236,FACULDADE DE BOTUCATU - FDB,SP,3507506,Botucatu,2022,1,20
Técnico,65,Técnico em Vendas,Gestão e Negócios,Educação Presencial,800,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2020,1,20
Graduação,304427,DESENVOLVIMENTO DE SISTEMAS,Informação e Comunicação,EAD,1200,a,46720,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO - UNESC - unidade sede,ES,3201506,Colatina,2022,0,20
Técnico,10,TÉCNICO EM GERÊNCIA EM SAÚDE,Ambiente e Saúde,Educação Presencial,1200,t,46468,FACULDADE DE TECNOLOGIA FINACI - Unidade Brigadeiro,SP,3550308,São Paulo,2020,2,
Graduação,50,ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,31804,UNIVERSIDADE LA SALLE (UNILASALLE) - CANOAS SEDE,RS,4304606,Canoas,2021,5,10
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos,2020,2,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46819,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE IPATINGA/MG,MG,3131307,Ipatinga,2020,0,60
Técnico,74,Técnico em Informática para Internet,Informação e Comunicação,Educação Presencial,1000,t,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos,2020,0,60
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,a,31529,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Palhoça/SC,,4211900,Palhoça,2022,1,30
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,25211,FACULDADES INTEGRADAS SÃO PEDRO - CAMPUS: CAMPUS - VITÓRIA - SÃO PEDRO,ES,3205309,Vitória,2022,2,
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,24860,CENTRO UNIVERSITÁRIO ATENAS - UNIATENAS - Unidade I,MG,3147006,Paracatu,2022,4,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,47151,UNIVERSIDADE DO OESTE DE SANTA CATARINA - UNOESC - sede,SC,4209003,Joaçaba,2022,0,20
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,EAD,800,t,50026,CENTRO UNIVERSITÁRIO CEUNI - FAMETRO - UNIDADE 7 (ZONA SUL),AM,1302603,Manaus,2020,1,30
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,t,46651,FACULDADE QI BRASIL,RS,4309209,Gravataí,2020,1,30
Técnico,54,Técnico em Cooperativismo,Gestão e Negócios,Educação Presencial,800,t,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2020,0,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46827,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ITAPECURU MIRIM/MA,MA,2105401,Itapecuru Mirim,2020,0,40
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,EAD,800,t,47102,CENTRO UNIVERSITÁRIO GUAIRACÁ,PR,4109401,Guarapuava,2020,3,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46869,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SANTO AMARO DA IMPERATRIZ/SC,SC,4215703,Santo Amaro da Imperatriz,2020,0,60
Técnico,232036,Técnico em Tradução e Interpretação de Libras,Desenvolvimento Educacional e Social,EAD,1200,t,24227,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU - CAMPUS: BLOCO B,PE,2611606,Recife,2020,2,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46803,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE FARROUPILHA/RS,RS,4307906,Farroupilha,2020,0,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46862,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PORTÃO/RS,RS,4314803,Portão,2020,0,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46921,Centro Universitário União das Américas Descomplica - UNIAMÉRICA - Campus Centro,PR,4108304,Foz do Iguaçu,2022,1,30
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,50299,FACULDADE UNIFAMETRO CASCAVEL - CAMPUS PRINCIPAL,CE,2303501,Cascavel,2022,1,50
Técnico,36,Técnico em Automação Industrial,Controle e Processos Industriais,Educação Presencial,1200,t,31179,Centro Universitário CEUNI FAMETRO - SEDE - CAMPUS MANAUS,AM,1302603,Manaus,2020,1,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46896,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE VIAMÃO/RS,RS,4323002,Viamão,2022,0,30
Graduação,304427,DESENVOLVIMENTO DE SISTEMAS,Informação e Comunicação,EAD,1200,t,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos,2022,1,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,31497,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Itapiranga/SC,SC,4208401,Itapiranga,2020,1,60
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46852,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE OSÓRIO/RS,RS,4313508,Osório,2021,1,
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46828,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ITAPIPOCA/CE,CE,2306405,Itapipoca,2020,0,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46838,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE LUÍS EDUARDO MAGALHÃES/BA,BA,2919553,Luís Eduardo Magalhães,2020,1,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46822,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI) - POLO DE APOIO PRESENCIAL DE IRECÊ/BA,BA,2914604,Irecê,2022,1,30
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,46492,FACULDADE DE TECNOLOGIA ALTOMEDIO SÃO FRANCISCO,MG,3151206,Pirapora,2023,0,40
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,a,46831,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE JEQUIÉ/BA,BA,2918001,Jequié,2022,2,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,46848,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE NITERÓI/RJ,RJ,3303302,Niterói,2024,5,20
Técnico,23,Técnico em Radiologia,Ambiente e Saúde,Educação Presencial,1200,a,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2022,2,20
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,24824,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POLO TORRES,RS,4321501,Torres,2022,0,
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,50246,FACULDADE FOCUS - CAMPUS PRINCIPAL,PR,4104808,Cascavel,2020,0,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46858,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PESQUEIRA/PE,PE,2610905,Pesqueira,2020,1,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,24602,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POLO CARAZINHO,RS,4304705,Carazinho,2020,2,60
Técnico,232036,Técnico em Tradução e Interpretação de Libras,Desenvolvimento Educacional e Social,EAD,1200,a,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,,3550308,São Paulo,2022,4,60
Técnico,144,TÉCNICO EM INSTRUMENTO MUSICAL,Produção Cultural e Design,Educação Presencial,1200,a,24170,CENTRO UNIVERSITÁRIO DO SUL DE MINAS - UNIS - Cidade Universitária,MG,3170701,Varginha,2022,0,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46894,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE VENÂNCIO AIRES/RS,RS,4322608,Venâncio Aires,2022,1,
Técnico,64,Técnico em Transações Imobiliárias,Gestão e Negócios,Educação Presencial,800,t,47002,FACULDADE TRÊS MARIAS (FTM) - PEDRO AFONSO (POLO EAD),TO,1716505,Pedro Afonso,2022,,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46867,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ROLIM DE MOURA/RO,RO,1100288,Rolim de Moura,2020,1,20
Técnico,37,Técnico em Eletroeletrônica,Controle e Processos Industriais,Educação Presencial,1200,a,24468,FACULDADE DE AMERICANA - CAMPUS: CAMPUS - AMERICANA - JARDIM LUCIENE,SP,3501608,Americana,2022,0,30
Técnico,10,TÉCNICO EM GERÊNCIA EM SAÚDE,Ambiente e Saúde,Educação Presencial,1200,a,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba,2022,0,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46805,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE FORTALEZA/CE,CE,2304400,Fortaleza,2020,0,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46829,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE JAÍBA/MG,MG,3135050,Jaíba,2020,3,40
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,47002,FACULDADE TRÊS MARIAS (FTM) - PEDRO AFONSO (POLO EAD),TO,1716505,Pedro Afonso,2022,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46875,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO JOÃO BATISTA/SC,SC,4216305,São João Batista,2022,2,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,50017,FACULDADE SANTA TEREZA,AM,1302603,Manaus,2020,0,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,46921,Centro Universitário União das Américas Descomplica - UNIAMÉRICA - Campus Centro,PR,4108304,Foz do Iguaçu,2022,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46772,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE BARRA DA ESTIVA/BA,BA,2902807,Barra da Estiva,2022,1,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,24563,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POLO SANTARÉM,PA,1506807,Santarém,2020,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46851,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE NOVO HAMBURGO/RS,RS,4313409,Novo Hamburgo,2020,1,50
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46806,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (uniasselvi) - Polo de Apoio Presencial de Franca/SP,SP,3516200,Franca,2022,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46610,"Centro Universitário de Ensino, Ciência e Tecnologia do Paraná (UniEnsino) - SEde",PR,4106902,Curitiba,2022,1,30
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,24118,CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS (UNICATÓLICA) - Unidade Sede - Palmas,TO,1721000,Palmas,2022,1,20
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,24817,ULBRA CACHOEIRA DO SUL - POLO CACHOEIRA DO SUL,RS,4303004,Cachoeira do Sul,2022,1,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46811,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE GRAVATAÍ/RS,RS,4309209,Gravataí,2020,0,
Técnico,64,Técnico em Transações Imobiliárias,Gestão e Negócios,Educação Presencial,800,t,30825,Centro Universitário de Excelência (UNEX) - CAMPUS - FEIRA DE SANTANA - SIM,BA,2910800,Feira de Santana,2022,1,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46886,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SOBRAL/CE,CE,2312908,Sobral,2020,1,20
Técnico,378759,TÉCNICO EM PLANEJAMENTO E CONTROLE DA PRODUÇÃO,Produção Industrial,EAD,800,t,25017,Centro Universitário de Excelência Eniac - ENIAC - ENDEREÇO SEDE,SP,3518800,Guarulhos,2022,0,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46898,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE VITÓRIA DA CONQUISTA/BA,BA,2933307,Vitória da Conquista,2020,2,40
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,24565,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POlo ULBRA PORTO ALEGRE,RS,4314902,Porto Alegre,2022,5,20
Técnico,378731,TÉCNICO EM DESENVOLVIMENTO COMUNITÁRIO,Desenvolvimento Educacional e Social,EAD,800,t,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba,2022,2,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46777,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE BRASÍLIA/DF - UNIDADE 5,DF,5300108,Brasília,2022,0,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,24218,CENTRO UNIVERSITÁRIO FILADÉLFIA (UNIFIL) - SEDE,PR,4113700,Londrina,2022,0,
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,a,46881,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO MATEUS DO SUL/PR,PR,4125605,São Mateus do Sul,2022,1,10
Graduação,9,Farmácia,Ambiente e Saúde,Educação Presencial,1200,t,41986,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS - UNIDADE SEDE - CAMPUS PATOS DE MINAS,MG,3148004,Patos de Minas,2024,2,10
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,50142,FACULDADE MURIALDO,,4305108,Caxias do Sul,2022,4,60
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46947,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PORTO ALEGRE/RS - UNIDADE 1,RS,4314902,Porto Alegre,2022,0,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46834,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE LAGES/SC,SC,4209300,Lages,2020,1,30
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,t,46921,Centro Universitário União das Américas Descomplica - UNIAMÉRICA - Campus Centro,PR,4108304,Foz do Iguaçu,2022,1,
Técnico,73,Técnico em Informática,Informação e Comunicação,Educação Presencial,1200,a,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos,2022,0,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46880,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO LUIS/MA - UNIDADE 1,MA,2111300,São Luís,2021,0,50
Técnico,23,Técnico em Radiologia,Ambiente e Saúde,Educação Presencial,1200,a,31067,UNIVERSIDADE BRAZ CUBAS - CAMPUS SEDE,SP,3530607,Mogi das Cruzes,2022,3,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46803,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE FARROUPILHA/RS,RS,4307906,Farroupilha,2022,0,
Técnico,2,Técnico em Análises Clínicas,Ambiente e Saúde,Educação Presencial,1200,a,50069,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO - UNIDADE CAMPUS,PR,4104303,Campo Mourão,2022,2,15
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,31122,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO - Campus Pirituba,SP,3550308,São Paulo,2022,0,
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba,2022,0,15
Técnico,28,Técnico em Vigilância em Saúde,Ambiente e Saúde,Educação Presencial,1200,a,46720,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO - UNESC - unidade sede,ES,3201506,Colatina,2022,1,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,46610,"Centro Universitário de Ensino, Ciência e Tecnologia do Paraná (UniEnsino) - SEde",PR,4106902,Curitiba,2022,1,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos,2022,1,15
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,31161,FACULDADE ANHANGÜERA DE CAMPINAS - CAMPUS:UNIDADE IV (SEDE) - UNIDADE CAMPINAS,SP,3509502,Campinas,2022,0,20
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,46484,FACULDADE IMESP MONITOR,SP,3550308,São Paulo,2021,1,30
Técnico,60,Técnico em Secretariado,Gestão e Negócios,Educação Presencial,800,t,50002,FACULDADE DE ENSINO SUPERIOR PELEGRINO CIPRIANI - FASPEC,MT,5103403,Cuiabá,2021,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,24114,UNIVERSIDADE CATÓLICA DE BRASÍLIA - UCB - BRASÍLIA,DF,5300108,Brasília,2021,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46853,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PAIÇANDU/PR,PR,4117503,Paiçandu,2021,0,40
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,31529,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Palhoça/SC,SC,4211900,Palhoça,2021,1,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,42026,UNIVERSIDADE DE UBERABA - CAMPUS SEDE - UBERABA - 657746X - CAMPUS UBERABA,MG,3170107,Uberaba,2022,1,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46778,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE BREU BRANCO/PA,PA,1501782,Breu Branco,2021,0,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46793,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CAXIAS/MA,MA,2103000,Caxias,2021,2,20
Graduação,50,ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,46818,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,SC,4207502,Indaial,2022,5,20
Técnico,16,Técnico em Meio Ambiente,Ambiente e Saúde,Educação Presencial,1200,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2021,2,30
Técnico,73,Técnico em Informática,Informação e Comunicação,Educação Presencial,1200,t,31200,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS - LIBERDADE - PRÉDIO 10,,3550308,São Paulo,2021,0,50
Técnico,64,Técnico em Transações Imobiliárias,Gestão e Negócios,Educação Presencial,800,t,24218,CENTRO UNIVERSITÁRIO FILADÉLFIA (UNIFIL) - SEDE,PR,4113700,Londrina,2021,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46774,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE BARREIRAS/BA,BA,2903201,Barreiras,2021,1,30
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,t,31067,UNIVERSIDADE BRAZ CUBAS - CAMPUS SEDE,SP,3530607,Mogi das Cruzes,2021,2,20
Técnico,95,Técnico em Transporte de Cargas,Infraestrutura,Educação Presencial,1000,t,49947,FACULDADE ACESITA - FACESITA,MG,3168705,Timóteo,2021,4,60
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,24673,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POLO PALMAS,TO,1721000,Palmas,2021,0,
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46847,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE NATAL/RN - UNIDADE 1,RN,2408102,Natal,2021,1,10
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,47931,FACULDADE PITÁGORAS DE BELO HORIZONTE - UNIDADE - VENDA NOVA,MG,3106200,Belo Horizonte,2022,,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,46720,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO - UNESC - unidade sede,ES,3201506,Colatina,2023,1,30
Técnico,65,Técnico em Vendas,Gestão e Negócios,Educação Presencial,800,t,46451,CENTRO UNIVERSITÁRIO FAEL - UNIFAEL - CAMPUS LAPA BOQUEIRÃO,PR,4113205,Lapa,2021,0,40
Técnico,20,Técnico em Órteses e Próteses,Ambiente e Saúde,Educação Presencial,1200,t,31179,Centro Universitário CEUNI FAMETRO - SEDE - CAMPUS MANAUS,AM,1302603,Manaus,2021,0,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,48835,FACULDADE AJES - AJES - Campus Principal,MT,5105150,Juína,2021,0,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46878,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO LOURENÇO DO SUL/RS,RS,4318804,São Lourenço do Sul,2021,3,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46800,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE ESTÂNCIA VELHA/RS,RS,4307609,Estância Velha,2021,0,
Técnico,28,Técnico em Vigilância em Saúde,Ambiente e Saúde,Educação Presencial,1200,t,43161,FACULDADE DE SAÚDE IBITURUNA - UNIDADE SEDE - CAMPUS MONTES CLAROS,MG,3143302,Montes Claros,2021,2,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,50107,CLARETIANO - CENTRO UNIVERSITÁRIO - CLARETIANOBT -  SEDE BATATAIS,SP,3505906,Batatais,2021,0,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,31524,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Camaquã/RS,RS,4303509,Camaquã,2021,0,60
Técnico,232033,Técnico em Computação Gráfica,Informação e Comunicação,EAD,1000,t,50099,FACULDADE SENAC GOIÁS - CAMPOS SANTA GENOVEVA,GO,5208707,Goiânia,2021,1,60
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,a,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2024,1,30
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,24203,CENTRO UNIVERSITÁRIO DE JAGUARIÚNA (UniFAJ) - Campus II,SP,3524709,Jaguariúna,2023,1,
